Time,temperature,pressure
2020/6/8 01:55,121.88725,318.75049
2020/6/8 01:56,121.89726,318.14435
2020/6/8 01:57,121.90729,317.53818
2020/6/8 01:58,121.91731,314.72659
2020/6/8 01:59,121.92733,314.95325
2020/6/8 02:00,121.93736,317.97803
2020/6/8 02:01,121.94738,318.65887
2020/6/8 02:02,121.9574,315.72287
2020/6/8 02:03,121.96742,314.60742
2020/6/8 02:04,121.97744,315.24103
2020/6/8 02:05,121.98746,318.51941
2020/6/8 02:06,121.99749,316.95895
2020/6/8 02:07,122.00751,315.39853
2020/6/8 02:08,122.01753,313.83807
2020/6/8 02:09,122.02756,314.62238
2020/6/8 02:10,122.03757,317.27692
2020/6/8 02:11,122.0476,318.52911
2020/6/8 02:12,122.05762,316.10367
2020/6/8 02:13,122.06764,314.74628
2020/6/8 02:14,122.07767,315.06042
2020/6/8 02:15,122.08769,317.14014
2020/6/8 02:16,122.09771,317.98779
2020/6/8 02:17,122.10773,317.37924
2020/6/8 02:18,122.11776,316.77066
2020/6/8 02:19,122.12778,313.46259
2020/6/8 02:20,122.1378,315.1904
2020/6/8 02:21,122.14782,318.25995
2020/6/8 02:22,122.15784,316.10532
2020/6/8 02:23,122.16787,315.28149
2020/6/8 02:24,122.1745,316.82242
2020/6/8 02:25,122.1745,317.3833
2020/6/8 02:26,122.1745,315.97327
2020/6/8 02:27,122.1745,314.5632
2020/6/8 02:28,122.1745,313.15317
2020/6/8 02:29,122.1745,312.23972
2020/6/8 02:30,122.1745,312.62799
2020/6/8 02:31,122.1745,312.91989
2020/6/8 02:32,122.1745,315.00504
2020/6/8 02:33,122.1745,314.57767
2020/6/8 02:34,122.1745,314.1503
2020/6/8 02:35,122.1745,313.72293
2020/6/8 02:36,122.1745,314.30981
2020/6/8 02:37,122.1745,318.71829
2020/6/8 02:38,122.1745,316.31351
2020/6/8 02:39,122.1745,317.92416
2020/6/8 02:40,122.1745,315.94379
2020/6/8 02:41,122.1745,313.96338
2020/6/8 02:42,122.1745,312.82126
2020/6/8 02:43,122.1745,319.13519
2020/6/8 02:44,122.1745,318.24249
2020/6/8 02:45,122.1745,315.34512
2020/6/8 02:46,122.1745,312.8847
2020/6/8 02:47,122.1745,315.8342
2020/6/8 02:48,122.1745,318.73792
2020/6/8 02:49,122.1745,316.99432
2020/6/8 02:50,122.1745,315.2507
2020/6/8 02:51,122.1745,313.50711
2020/6/8 02:52,122.1745,313.4509
2020/6/8 02:53,122.1745,317.28143
2020/6/8 02:54,122.1745,319.24973
2020/6/8 02:55,122.18719,318.52103
2020/6/8 02:56,122.2009,317.57611
2020/6/8 02:57,122.21461,316.6312
2020/6/8 02:58,122.22832,315.68628
2020/6/8 02:59,122.24204,314.74139
2020/6/8 03:00,122.25575,316.32452
2020/6/8 03:01,122.26946,314.09735
2020/6/8 03:02,122.28317,311.87018
2020/6/8 03:03,122.29688,311.8587
2020/6/8 03:04,122.31059,312.35495
2020/6/8 03:05,122.32431,312.85117
2020/6/8 03:06,122.33802,314.92651
2020/6/8 03:07,122.35173,312.25089
2020/6/8 03:08,122.36544,312.6705
2020/6/8 03:09,122.37915,311.47388
2020/6/8 03:10,122.39287,311.67569
2020/6/8 03:11,122.40658,312.82834
2020/6/8 03:12,122.42029,314.14453
2020/6/8 03:13,122.434,315.53503
2020/6/8 03:14,122.44771,314.293
2020/6/8 03:15,122.46143,313.23758
2020/6/8 03:16,122.47514,313.03003
2020/6/8 03:17,122.48885,312.82245
2020/6/8 03:18,122.50256,312.6149
2020/6/8 03:19,122.51627,312.40732
2020/6/8 03:20,122.52998,318.56119
2020/6/8 03:21,122.54369,316.89252
2020/6/8 03:22,122.63969,317.4563
2020/6/8 03:23,122.80371,318.02005
2020/6/8 03:24,122.96774,318.58383
2020/6/8 03:25,123.13176,319.14761
2020/6/8 03:26,123.29578,318.35474
2020/6/8 03:27,123.4598,318.11908
2020/6/8 03:28,123.62383,317.5524
2020/6/8 03:29,123.78785,316.67313
2020/6/8 03:30,123.95187,318.90033
2020/6/8 03:31,123.98459,320.18164
2020/6/8 03:32,123.83691,320.16348
2020/6/8 03:33,123.68922,319.65005
2020/6/8 03:34,123.54154,321.59836
2020/6/8 03:35,123.39387,321.47543
2020/6/8 03:36,123.24619,321.69031
2020/6/8 03:37,123.0985,318.45648
2020/6/8 03:38,122.95082,318.91135
2020/6/8 03:39,122.80314,321.20251
2020/6/8 03:40,122.65546,319.50003
2020/6/8 03:41,122.50777,320.50497
2020/6/8 03:42,122.3601,320.759
2020/6/8 03:43,122.21242,318.91324
2020/6/8 03:44,122.06474,317.06744
2020/6/8 03:45,122.00816,315.91498
2020/6/8 03:46,122.26633,317.15787
2020/6/8 03:47,122.52451,319.3371
2020/6/8 03:48,122.78268,323.75403
2020/6/8 03:49,123.04086,322.90085
2020/6/8 03:50,123.29903,329.16214
2020/6/8 03:51,123.55721,323.94989
2020/6/8 03:52,123.81538,323.65094
2020/6/8 03:53,124.07355,318.61322
2020/6/8 03:54,124.33173,318.32816
2020/6/8 03:55,124.5899,318.04309
2020/6/8 03:56,124.84917,317.86697
2020/6/8 03:57,125.12275,319.10431
2020/6/8 03:58,125.39632,320.34167
2020/6/8 03:59,125.66988,321.57904
2020/6/8 04:00,125.94346,325.08704
2020/6/8 04:01,126.21622,327.60315
2020/6/8 04:02,125.9749,326.29507
2020/6/8 04:03,125.73358,324.987
2020/6/8 04:04,125.49226,323.67892
2020/6/8 04:05,125.25095,322.37085
2020/6/8 04:06,125.00964,321.06277
2020/6/8 04:07,124.76832,322.28
2020/6/8 04:08,124.527,323.67505
2020/6/8 04:09,124.28568,325.0701
2020/6/8 04:10,124.04436,326.46518
2020/6/8 04:11,123.80305,327.86023
2020/6/8 04:12,123.56173,329.25531
2020/6/8 04:13,123.32041,330.65036
2020/6/8 04:14,123.07909,330.5423
2020/6/8 04:15,123.02647,327.11331
2020/6/8 04:16,123.01591,323.01108
2020/6/8 04:17,123.00535,321.12177
2020/6/8 04:18,122.99479,322.22635
2020/6/8 04:19,122.98422,324.02612
2020/6/8 04:20,122.97366,325.47906
2020/6/8 04:21,122.9631,326.75235
2020/6/8 04:22,122.95255,328.00287
2020/6/8 04:23,122.94199,329.25336
2020/6/8 04:24,122.93143,330.50388
2020/6/8 04:25,122.92086,331.75436
2020/6/8 04:26,122.9103,333.00485
2020/6/8 04:27,122.89974,330.61234
2020/6/8 04:28,122.88918,326.27438
2020/6/8 04:29,122.87862,324.82224
2020/6/8 04:30,122.86806,325.1272
2020/6/8 04:31,122.8575,325.43216
2020/6/8 04:32,122.84694,325.73712
2020/6/8 04:33,122.83638,326.04205
2020/6/8 04:34,122.82582,329.06558
2020/6/8 04:35,122.81526,330.48557
2020/6/8 04:36,122.8047,331.90555
2020/6/8 04:37,122.79414,333.32553
2020/6/8 04:38,122.78358,333.49472
2020/6/8 04:39,122.77302,330.72379
2020/6/8 04:40,122.76246,328.28271
2020/6/8 04:41,122.7519,324.82428
2020/6/8 04:42,122.74134,325.16739
2020/6/8 04:43,122.73078,325.5105
2020/6/8 04:44,122.72021,325.85358
2020/6/8 04:45,122.70966,326.7291
2020/6/8 04:46,122.6991,328.41754
2020/6/8 04:47,122.68854,330.03622
2020/6/8 04:48,122.67798,331.53491
2020/6/8 04:49,122.66742,333.03363
2020/6/8 04:50,122.65685,333.02893
2020/6/8 04:51,122.64629,329.90891
2020/6/8 04:52,122.63573,326.78885
2020/6/8 04:53,122.62518,324.76663
2020/6/8 04:54,122.61462,325.51874
2020/6/8 04:55,122.60406,326.27087
2020/6/8 04:56,122.59349,327.02298
2020/6/8 04:57,122.58293,327.89371
2020/6/8 04:58,122.57237,329.17093
2020/6/8 04:59,122.56181,330.44818
2020/6/8 05:00,122.55125,331.7254
2020/6/8 05:01,122.5407,333.00266
2020/6/8 05:02,122.53013,333.4079
2020/6/8 05:03,122.51957,329.08298
2020/6/8 05:04,122.50901,325.31329
2020/6/8 05:05,122.49845,325.33737
2020/6/8 05:06,122.48789,325.36148
2020/6/8 05:07,122.47733,325.48862
2020/6/8 05:08,122.46677,326.71521
2020/6/8 05:09,122.45621,327.9418
2020/6/8 05:10,122.44565,329.1684
2020/6/8 05:11,122.42938,330.39499
2020/6/8 05:12,122.22675,331.62158
2020/6/8 05:13,122.02413,332.84818
2020/6/8 05:14,121.8215,334.07477
2020/6/8 05:15,121.61888,299.616
2020/6/8 05:16,121.41625,293.63687
2020/6/8 05:17,121.21363,203.52977
2020/6/8 05:18,121.011,154.80667
2020/6/8 05:19,120.80838,117.7287
2020/6/8 05:20,120.46889,89.223076
2020/6/8 05:21,120.11737,86.585823
2020/6/8 05:22,118.51756,50.503864
2020/6/8 05:23,117.7684,34.09
2020/6/8 05:24,117.01924,17.67614
2020/6/8 05:25,116.27008,12.640612
2020/6/8 05:26,115.52092,9.651988
2020/6/8 05:27,114.77176,9.1140394
2020/6/8 05:28,114.39864,9.1156855
2020/6/8 05:29,114.11644,9.1173315
2020/6/8 05:30,113.83424,9.1189775
2020/6/8 05:31,113.55203,9.1206236
2020/6/8 05:32,113.26983,9.1222696
2020/6/8 05:33,112.98763,9.1239157
2020/6/8 05:34,112.70542,9.1255617
2020/6/8 05:35,112.42322,9.1272078
2020/6/8 05:36,112.14101,9.1288538
2020/6/8 05:37,111.85881,9.1304998
2020/6/8 05:38,111.57661,9.1321459
2020/6/8 05:39,111.2944,9.1337919
2020/6/8 05:40,111.0122,9.135438
2020/6/8 05:41,110.73,9.137084
2020/6/8 05:42,110.44779,9.13873
2020/6/8 05:43,110.16559,9.1403761
2020/6/8 05:44,109.88338,9.1420221
2020/6/8 05:45,109.60118,9.1436682
2020/6/8 05:46,109.31898,9.1453142
2020/6/8 05:47,109.03677,9.1469612
2020/6/8 05:48,108.75457,9.1486073
2020/6/8 05:49,108.47237,9.1502533
2020/6/8 05:50,108.19016,9.1518993
2020/6/8 05:51,107.90796,9.1535454
2020/6/8 05:52,107.62576,9.1551914
2020/6/8 05:53,107.34355,9.1568375
2020/6/8 05:54,107.06135,9.1584835
2020/6/8 05:55,106.77914,9.1601295
2020/6/8 05:56,106.49693,9.1617756
2020/6/8 05:57,106.21473,9.1634216
2020/6/8 05:58,105.93253,9.1650677
2020/6/8 05:59,105.65032,9.1667137
2020/6/8 06:00,105.36812,9.1683598
2020/6/8 06:01,105.08591,9.1700058
2020/6/8 06:02,104.80371,9.1716518
2020/6/8 06:03,104.52151,9.1732979
2020/6/8 06:04,104.2393,9.1749439
2020/6/8 06:05,103.9571,9.17659
2020/6/8 06:06,103.6749,9.178236
2020/6/8 06:07,103.39269,9.179882
2020/6/8 06:08,103.11049,9.1815281
2020/6/8 06:09,102.82829,9.1831751
2020/6/8 06:10,102.54608,9.1848211
2020/6/8 06:11,102.26388,6.4011555
2020/6/8 06:12,101.98167,6.3936028
2020/6/8 06:13,101.71047,6.3860502
2020/6/8 06:14,101.49117,6.3784976
2020/6/8 06:15,101.27188,6.370945
2020/6/8 06:16,101.05258,6.3633924
2020/6/8 06:17,100.83329,6.3558393
2020/6/8 06:18,100.614,6.3482866
2020/6/8 06:19,100.3947,6.340734
2020/6/8 06:20,100.17541,6.3331814
2020/6/8 06:21,99.956108,6.3256288
2020/6/8 06:22,99.736816,6.3180761
2020/6/8 06:23,99.517517,6.3105235
2020/6/8 06:24,99.298225,6.3029709
2020/6/8 06:25,99.078934,6.2954183
2020/6/8 06:26,98.859634,6.2878656
2020/6/8 06:27,98.640343,6.280313
2020/6/8 06:28,98.421043,6.2727604
2020/6/8 06:29,98.201752,6.2652078
2020/6/8 06:30,97.982452,6.2576551
2020/6/8 06:31,97.763161,6.2501025
2020/6/8 06:32,97.543869,6.2425499
2020/6/8 06:33,97.32457,6.2349973
2020/6/8 06:34,97.105278,6.2274446
2020/6/8 06:35,96.885979,6.2198915
2020/6/8 06:36,96.666687,6.2123389
2020/6/8 06:37,96.447395,6.2047863
2020/6/8 06:38,96.228096,6.1972337
2020/6/8 06:39,96.008804,6.1896811
2020/6/8 06:40,95.789505,6.1821284
2020/6/8 06:41,95.570213,6.1745758
2020/6/8 06:42,95.350914,6.1670232
2020/6/8 06:43,95.131622,6.1594706
2020/6/8 06:44,94.912331,6.1519179
2020/6/8 06:45,94.693031,6.1443653
2020/6/8 06:46,94.47374,6.1368127
2020/6/8 06:47,94.33889,6.1292601
2020/6/8 06:48,94.238121,6.1217074
2020/6/8 06:49,94.137344,6.1141548
2020/6/8 06:50,94.036575,6.1066022
2020/6/8 06:51,93.935806,6.0990496
2020/6/8 06:52,93.83503,6.0914965
2020/6/8 06:53,93.734261,6.0839438
2020/6/8 06:54,93.633492,6.0763912
2020/6/8 06:55,93.532722,6.0688386
2020/6/8 06:56,93.431946,6.061286
2020/6/8 06:57,93.331177,6.0537333
2020/6/8 06:58,93.230408,6.0461807
2020/6/8 06:59,93.129631,6.0386281
2020/6/8 07:00,93.028862,6.0310755
2020/6/8 07:01,92.928093,6.0235229
2020/6/8 07:02,92.827316,6.0159702
2020/6/8 07:03,92.726547,6.0084176
2020/6/8 07:04,92.625778,6.000865
2020/6/8 07:05,92.525002,5.9933124
2020/6/8 07:06,92.424232,5.9857597
2020/6/8 07:07,92.323463,5.9782071
2020/6/8 07:08,92.222687,5.9706545
2020/6/8 07:09,92.121918,5.9631014
2020/6/8 07:10,92.021149,5.9555488
2020/6/8 07:11,91.920372,5.95151
2020/6/8 07:12,91.819603,5.9527335
2020/6/8 07:13,91.718834,5.9539576
2020/6/8 07:14,91.618057,5.9551816
2020/6/8 07:15,91.517288,5.9564056
2020/6/8 07:16,91.416519,5.9576297
2020/6/8 07:17,91.31575,5.9588537
2020/6/8 07:18,91.214973,5.9600778
2020/6/8 07:19,91.114204,5.9613013
2020/6/8 07:20,91.013435,5.9625254
2020/6/8 07:21,90.912659,5.9637494
2020/6/8 07:22,90.81189,5.9649734
2020/6/8 07:23,90.711121,5.9661975
2020/6/8 07:24,90.610344,5.9674215
2020/6/8 07:25,90.509575,5.9686456
2020/6/8 07:26,90.408806,5.9698691
2020/6/8 07:27,90.308029,5.9710932
2020/6/8 07:28,90.20726,5.9723172
2020/6/8 07:29,90.106491,5.9735413
2020/6/8 07:30,90.005714,5.9747653
2020/6/8 07:31,89.904945,5.9759893
2020/6/8 07:32,89.804176,5.9772134
2020/6/8 07:33,89.7034,5.9784369
2020/6/8 07:34,89.602631,5.979661
2020/6/8 07:35,89.501862,5.980885
2020/6/8 07:36,89.401085,5.9821091
2020/6/8 07:37,89.300316,5.9833331
2020/6/8 07:38,89.199547,5.9845572
2020/6/8 07:39,89.09877,5.9857812
2020/6/8 07:40,88.998001,5.9870048
2020/6/8 07:41,88.897232,5.9882288
2020/6/8 07:42,88.796463,5.9894528
2020/6/8 07:43,88.695686,5.9906769
2020/6/8 07:44,88.594917,5.9919009
2020/6/8 07:45,88.494148,5.993125
2020/6/8 07:46,88.393372,5.994349
2020/6/8 07:47,88.359818,5.995573
2020/6/8 07:48,88.334953,5.9967966
2020/6/8 07:49,88.310089,5.9980206
2020/6/8 07:50,88.285217,5.9992447
2020/6/8 07:51,88.260353,6.0004687
2020/6/8 07:52,88.235481,6.0016928
2020/6/8 07:53,88.210617,6.0029168
2020/6/8 07:54,88.185745,6.0041409
2020/6/8 07:55,88.160881,6.0053644
2020/6/8 07:56,88.136009,6.0065885
2020/6/8 07:57,88.111145,6.0078125
2020/6/8 07:58,88.086281,6.0090365
2020/6/8 07:59,88.061409,6.0102606
2020/6/8 08:00,88.036545,6.0114846
2020/6/8 08:01,88.011673,6.0127087
2020/6/8 08:02,87.986809,6.0139322
2020/6/8 08:03,87.961937,6.0151563
2020/6/8 08:04,87.937073,6.0163803
2020/6/8 08:05,87.912201,6.0176044
2020/6/8 08:06,87.887337,6.0188284
2020/6/8 08:07,87.862465,6.0200524
2020/6/8 08:08,87.837601,6.0212765
2020/6/8 08:09,87.812737,6.0225
2020/6/8 08:10,87.787865,6.0237241
2020/6/8 08:11,87.763,6.0246072
2020/6/8 08:12,87.738129,6.0252213
2020/6/8 08:13,87.713264,6.025836
2020/6/8 08:14,87.688393,6.0264506
2020/6/8 08:15,87.663528,6.0270653
2020/6/8 08:16,87.638657,6.0276799
2020/6/8 08:17,87.613792,6.0282946
2020/6/8 08:18,87.588921,6.0289087
2020/6/8 08:19,87.564056,6.0295234
2020/6/8 08:20,87.539192,6.030138
2020/6/8 08:21,87.51432,6.0307527
2020/6/8 08:22,87.489456,6.0313673
2020/6/8 08:23,87.464584,6.0319819
2020/6/8 08:24,87.43972,6.0325966
2020/6/8 08:25,87.414848,6.0332108
2020/6/8 08:26,87.389984,6.0338254
2020/6/8 08:27,87.365112,6.03444
2020/6/8 08:28,87.340248,6.0350547
2020/6/8 08:29,87.315376,6.0356693
2020/6/8 08:30,87.290512,6.036284
2020/6/8 08:31,87.265648,6.0368981
2020/6/8 08:32,87.240776,6.0375128
2020/6/8 08:33,87.215912,6.0381274
2020/6/8 08:34,87.19104,6.0387421
2020/6/8 08:35,87.166176,6.0393567
2020/6/8 08:36,87.141304,6.0399714
2020/6/8 08:37,87.11644,6.0405855
2020/6/8 08:38,87.091568,6.0412002
2020/6/8 08:39,87.066704,6.0418148
2020/6/8 08:40,87.041832,6.0424294
2020/6/8 08:41,87.016968,6.0430441
2020/6/8 08:42,86.992104,6.0436587
2020/6/8 08:43,86.967232,6.0442729
2020/6/8 08:44,86.942368,6.0448875
2020/6/8 08:45,86.917496,6.0455022
2020/6/8 08:46,86.895546,6.0461168
2020/6/8 08:47,86.920418,6.0467315
2020/6/8 08:48,86.945282,6.0473461
2020/6/8 08:49,86.970154,6.0479603
2020/6/8 08:50,86.995018,6.0485749
2020/6/8 08:51,87.01989,6.0491896
2020/6/8 08:52,87.044754,6.0498042
2020/6/8 08:53,87.069618,6.0504189
2020/6/8 08:54,87.09449,6.0510335
2020/6/8 08:55,87.119354,6.0516481
2020/6/8 08:56,87.144226,6.0522623
2020/6/8 08:57,87.16909,6.0528769
2020/6/8 08:58,87.193962,6.0534916
2020/6/8 08:59,87.218826,6.0541062
2020/6/8 09:00,87.243698,6.0547209
2020/6/8 09:01,87.268562,6.0553355
2020/6/8 09:02,87.293434,6.0559497
2020/6/8 09:03,87.318298,6.0565643
2020/6/8 09:04,87.34317,6.057179
2020/6/8 09:05,87.368034,6.0577936
2020/6/8 09:06,87.392906,6.0584083
2020/6/8 09:07,87.41777,6.0590229
2020/6/8 09:08,87.442635,6.0596371
2020/6/8 09:09,87.467506,6.0602517
2020/6/8 09:10,87.492371,6.0608664
2020/6/8 09:11,87.517242,6.060885
2020/6/8 09:12,87.542107,6.060885
2020/6/8 09:13,87.566978,6.060885
2020/6/8 09:14,87.591843,6.060885
2020/6/8 09:15,87.616714,6.060885
2020/6/8 09:16,87.641579,6.060885
2020/6/8 09:17,87.666451,6.060885
2020/6/8 09:18,87.691315,6.060885
2020/6/8 09:19,87.716187,6.060885
2020/6/8 09:20,87.741051,6.060885
2020/6/8 09:21,87.765923,6.060885
2020/6/8 09:22,87.790787,6.060885
2020/6/8 09:23,87.815659,6.060885
2020/6/8 09:24,87.840523,6.060885
2020/6/8 09:25,87.865387,6.060885
2020/6/8 09:26,87.890259,6.060885
2020/6/8 09:27,87.915123,6.060885
2020/6/8 09:28,87.939995,6.060885
2020/6/8 09:29,87.964859,6.060885
2020/6/8 09:30,87.989731,6.060885
2020/6/8 09:31,88.014595,6.060885
2020/6/8 09:32,88.039467,6.060885
2020/6/8 09:33,88.064331,6.060885
2020/6/8 09:34,88.089203,6.060885
2020/6/8 09:35,88.114067,6.060885
2020/6/8 09:36,88.138939,6.060885
2020/6/8 09:37,88.163803,6.060885
2020/6/8 09:38,88.188675,6.060885
2020/6/8 09:39,88.213539,6.060885
2020/6/8 09:40,88.238403,6.060885
2020/6/8 09:41,88.263275,6.060885
2020/6/8 09:42,88.288139,6.060885
2020/6/8 09:43,88.313011,6.060885
2020/6/8 09:44,88.337875,6.060885
2020/6/8 09:45,88.362747,6.060885
2020/6/8 09:46,88.383865,6.060885
2020/6/8 09:47,88.392593,6.060885
2020/6/8 09:48,88.401314,6.060885
2020/6/8 09:49,88.410034,6.060885
2020/6/8 09:50,88.418762,6.060885
2020/6/8 09:51,88.427483,6.060885
2020/6/8 09:52,88.436203,6.060885
2020/6/8 09:53,88.444931,6.060885
2020/6/8 09:54,88.453651,6.060885
2020/6/8 09:55,88.462372,6.060885
2020/6/8 09:56,88.4711,6.060885
2020/6/8 09:57,88.47982,6.060885
2020/6/8 09:58,88.488548,6.060885
2020/6/8 09:59,88.497269,6.060885
2020/6/8 10:00,88.505989,6.060885
2020/6/8 10:01,88.514717,6.060885
2020/6/8 10:02,88.523438,6.060885
2020/6/8 10:03,88.532158,6.060885
2020/6/8 10:04,88.540886,6.060885
2020/6/8 10:05,88.549606,6.060885
2020/6/8 10:06,88.558327,6.060885
2020/6/8 10:07,88.567055,6.060885
2020/6/8 10:08,88.575775,6.060885
2020/6/8 10:09,88.584496,6.060885
2020/6/8 10:10,88.593224,6.0521193
2020/6/8 10:11,88.601944,5.9843698
2020/6/8 10:12,88.610664,5.9166203
2020/6/8 10:13,88.619392,5.8488708
2020/6/8 10:14,88.628113,5.7811208
2020/6/8 10:15,88.636833,5.7133713
2020/6/8 10:16,88.645561,5.6456218
2020/6/8 10:17,88.654282,5.5778723
2020/6/8 10:18,88.66301,5.5101228
2020/6/8 10:19,88.67173,5.4423728
2020/6/8 10:20,88.68045,5.3746233
2020/6/8 10:21,88.689178,5.3068738
2020/6/8 10:22,88.697899,5.2391243
2020/6/8 10:23,88.706619,5.1713748
2020/6/8 10:24,88.715347,5.1036253
2020/6/8 10:25,88.724068,5.0358753
2020/6/8 10:26,88.732788,4.9681258
2020/6/8 10:27,88.741516,4.9003763
2020/6/8 10:28,88.750237,4.8326268
2020/6/8 10:29,88.758957,4.7648773
2020/6/8 10:30,88.767685,4.6971273
2020/6/8 10:31,88.776405,4.6293778
2020/6/8 10:32,88.785126,4.5616283
2020/6/8 10:33,88.793854,4.4938788
2020/6/8 10:34,88.802574,4.4261293
2020/6/8 10:35,88.811302,4.3583798
2020/6/8 10:36,88.820023,4.3233595
2020/6/8 10:37,88.828743,4.3158164
2020/6/8 10:38,88.837471,4.3082733
2020/6/8 10:39,88.846191,4.3007302
2020/6/8 10:40,88.854912,4.2931871
2020/6/8 10:41,88.86364,4.2856441
2020/6/8 10:42,88.87236,4.278101
2020/6/8 10:43,88.881081,4.2705579
2020/6/8 10:44,88.889809,4.2630148
2020/6/8 10:45,88.898529,4.2554717
2020/6/8 10:46,88.912048,4.2479286
2020/6/8 10:47,88.932556,4.2403855
2020/6/8 10:48,88.953056,4.2328424
2020/6/8 10:49,88.973564,4.2252994
2020/6/8 10:50,88.994072,4.2177563
2020/6/8 10:51,89.014572,4.2102132
2020/6/8 10:52,89.03508,4.2026701
2020/6/8 10:53,89.055588,4.195127
